Gene_ID,Gene_name
34188_at,ATP2B1
34189_at,SETDB1
34190_at,COCH
34191_at,DCP2
34193_at,CHL1
34195_at,GATAD1
34196_at,GATAD1
34199_at,SEC24A
341_at,PTAFR
34200_at,CLCN6
34202_at,PVRL3
34204_at,AL050043
34205_at,AL047307
34212_at,AGTPBP1
34217_at,KLF7
34219_at,INSL4
34222_at,BRINP2
34227_i_at,PRG4
34228_r_at,PRG4
34232_at,NKTR
34234_f_at,NKTR
34237_at,HBS1L
34238_at,IGSF1
34241_at,GATA4
34242_at,L3MBTL1
34244_r_at,L3MBTL1
34250_at,IQSEC3
34251_at,HOXB5
34252_at,AKIRIN2
34253_at,NUP160
34258_at,MKLN1
34261_at,PCYT2
34262_at,DIAPH2
34263_s_at,DIAPH2
34266_at,LEPR
34272_at,RGS4
34274_at,SCAF8
34276_at,NINL
34282_at,NFE2L3
34283_at,XYLT1
34284_at,IFT88
34286_at,BCAS2
34287_at,POFUT2
34288_at,ACKR3
34290_f_at,MED24
34295_at,USP15
34298_at,ITIH1
34309_at,CPA1
34313_at,NCOA2
34318_at,PRAF2
34321_i_at,FAM3C
34323_at,COPS2
34324_at,CLN5
34328_s_at,HLTF
34337_s_at,MTF2
34342_s_at,SPP1
34343_at,STAR
34349_at,SEC63
34350_at,CLIP1
34354_at,FGFR2
34357_g_at,MED21
34359_at,HDDC2
34360_s_at,HDDC2
34361_at,PCSK7
34363_at,SEPP1
34371_at,PPP4R1
34372_at,HUWE1
34377_at,ATP1A2
34378_at,PLIN2
34383_at,USP1
34389_at,COL14A1
34404_at,COPS7A
34414_at,KIAA0368
34417_at,DPY19L2P2
34419_at,RAD51B
34421_g_at,UCP3
34426_at,MR1
34428_at,KCNJ8
34429_at,MADCAM1
34430_at,GPT
34432_at,SH2D2A
34433_at,DOK1
34435_at,AQP9
34436_at,SLC17A3
34446_at,RABGAP1L
34449_at,CASP2
34458_at,S100A7
34459_at,N4BP2L2
34463_at,DNASE1
34466_at,HTR4
34469_at,ABO
34470_at,TFEC
34477_at,UTY
34483_at,SIGLEC6
34484_at,ARFGEF2
34487_at,34487_at
34488_i_at,FSCN2
34491_at,OASL
34492_at,SFT2D2
34493_at,TNFRSF10C
34498_at,VNN2
34501_at,RUNX2
34507_s_at,LMTK2
34519_at,NPR3
34521_at,MAP3K13
34522_at,AF070625
34528_at,LINC00599
34529_at,LINC00847
34531_at,FLRT1
34532_at,AF035318
34540_at,GRIK3
34541_at,CDR2L
34544_at,ZNF267
34545_at,CCDC88C
34549_g_at,CYP11B2
34550_at,DRD1
34559_at,KRTAP26-1
34561_at,MS4A2
34562_at,ZBTB6
34564_at,EPHA5
34566_at,CALCB
34568_at,KRT33B
34571_at,GNAT2
34575_f_at,MAGEA5
34576_at,MAGEA8
34578_at,SGCG
34582_at,SLC1A2
34584_at,ZNF45
34586_s_at,DLX2
34588_i_at,AMELX
34589_f_at,AMELX
34590_at,ZFP91-CNTF
34594_at,USP6NL
34595_at,MYO1A
34600_s_at,TUB
34601_at,ZNF37A
34605_at,ATF7
34606_s_at,ATF7
34611_at,ZKSCAN8
34612_at,S100G
34613_at,ZFR2
34614_at,KCNJ9
34615_at,KRT12
34617_at,TTPA
34620_at,PAX5
34626_at,HIC1
34631_at,EYA4
34634_s_at,HTR7
34637_f_at,ADH1A
34651_at,COMT
34656_at,MPP2
34657_at,AKAP11
34665_g_at,FCGR2C
34667_at,NFX1
34668_at,SLC33A1
34674_at,S100A1
34678_at,MYOF
34681_at,SEMA3E
34682_at,AL050271
34683_at,CELF1
34684_at,RECQL
34685_at,PYROXD1
34687_at,MRS2
34688_at,CAMSAP2
346_s_at,AGTR1
34700_at,TRIM3
34706_at,MGA
34723_at,COX11
34725_at,ARHGAP35
34727_at,AHCYL1
34728_g_at,AHCYL1
34731_at,PDCD11
34732_at,KIF5B
34735_at,ROCK1
34737_at,COG5
34739_at,FNBP1L
34744_at,HARS
34746_at,PAQR4
34758_at,EIF2B5
34760_at,CD302
34761_r_at,ADAM9
34762_at,RNF8
34765_at,KIAA0020
34766_r_at,SLC25A24
34767_at,MOAP1
34769_at,FAAH
34770_at,MAP3K8
34772_at,CORO2B
34785_at,MED13L
34793_s_at,PLS3
34797_at,PPAP2A
34798_at,BAG1
34800_at,LRIG1
34802_at,COL6A2
34812_at,GORASP1
34824_at,UBQLN2
34839_at,PITRM1
34844_at,ZNF516
34848_at,FDFT1
34852_g_at,AURKA
34854_at,CIAPIN1
34862_at,SCCPDH
34870_at,LDB3
34872_at,CHMP7
34878_at,SMC4
34889_at,ATP6V1A
34897_at,TNK2
34898_at,AREG
34907_at,AATK
34910_s_at,PHTF2
34911_r_at,PHTF2
34914_at,PSTPIP1
34915_at,SLC8A1
34917_at,TNFRSF4
34918_at,SCN2B
34921_at,SEC14L5
34926_at,CD1A
34928_at,ZNF205
34930_at,GPR65
34935_at,FMO2
34937_at,DFFB
34938_i_at,PP14571
34940_at,AL080095
34944_at,U51704
34950_at,ZNF423
34951_at,HCAR3
34952_at,ART4
34953_i_at,PDE5A
34965_at,CST7
34966_at,T
34968_at,ZNF507
34969_s_at,OPLAH
34970_r_at,OPLAH
34972_s_at,DNAH17
34977_at,SIGLEC7
34979_at,KDM4C
34980_at,KDM4C
34982_at,CYP26A1
34993_at,SGCD
35000_at,TNFSF9
35001_at,KCTD20
35002_g_at,KCTD20
35003_at,KCTD20
35004_at,DHRS2
35005_at,NME6
35006_at,TAF1A
35007_at,TWISTNB
35008_at,PER2
35012_at,MNDA
35013_at,LBP
35014_at,IGHG1
35019_at,ZNF254
35020_at,PHOX2B
35021_at,BMPR1B
35024_at,OPRK1
35026_f_at,ZNF273
35029_at,TRIM31
35030_i_at,FRMPD4
35032_at,PDE6C
35035_at,CHRNB3
35036_at,CD93
35039_at,DCUN1D4
35041_at,NTF3
35053_at,RAB28
35056_at,ARSF
35059_at,AF009267
35060_at,ZRSR2
35063_at,HGFAC
35065_at,AGGF1
35070_at,RLN1
35071_s_at,GMDS
35077_at,TACR1
35080_at,NTSR1
35085_r_at,KRIT1
35089_at,NRG2
35093_at,P2RX6
35094_f_at,LILRA3
35098_at,GABRD
35101_at,GP9
35104_r_at,LMO1
35105_at,SCEL
35106_at,CCIN
35110_at,MPHOSPH8
35112_at,RGS9
35113_at,SLC22A1
35121_at,SLC6A6
35122_at,LPAL2
35126_at,WASF2
35128_at,BRS3
35130_at,GSR
35140_at,CDK8
35145_at,MNT
35147_at,MCF2L
35148_at,TJP3
35149_at,CD40
35155_at,BTBD2
35157_at,PEX12
35158_at,MYCN
35162_s_at,ACVR2A
35164_at,WFS1
35165_at,CCDC93
35167_at,PPIP5K2
35168_f_at,COL16A1
35169_at,COL16A1
35172_at,TPST2
35189_at,C2CD2L
35192_at,GLDC
35193_at,RCBTB2
35197_at,C14orf79
35203_at,KAT6B
35209_at,EPM2AIP1
35211_at,PPP2R3A
35212_at,RNF139
35213_at,WBP4
35214_at,UGDH
35215_at,LARP7
35217_at,MFAP3
35223_at,HPS5
35224_at,MIR22HG
35229_at,CPT1A
35230_at,TICAM1
35233_r_at,CETN3
35240_at,WDR73
35243_at,CDK18
35245_at,F5
35246_at,TYRO3
35249_at,CCNE2
35250_at,RNF24
35252_at,C2CD5
35255_at,IPO7
35259_s_at,SCAF11
35274_at,AP1G1
35280_at,LAMC2
35285_at,SLC4A4
35293_at,TROVE2
35296_at,GGPS1
35303_at,INSIG1
35304_at,RAB6A
35311_at,CREG1
35314_at,NCAPD2
35322_at,KEAP1
35329_at,CYB5R1
35332_at,APOB
35334_at,GYG2
35344_at,LMO7
35346_at,FEM1B
35353_at,PSMC2
35356_at,MRFAP1L1
35357_at,MRFAP1L1
35360_at,MICU1
35361_at,PINK1
35366_at,NID1
35369_at,DTX4
35370_at,SUPT7L
35372_r_at,CXCL8
35373_at,PIK3R1
35375_at,APEX2
35376_f_at,ZNF780A
35380_at,TEAD1
35385_at,COQ7
35387_r_at,ACHE
35388_at,LHX1
35389_s_at,ABCA6
35390_at,ABCA6
35391_at,ADAM22
35392_g_at,ADAM22
35397_at,RAD51AP1
353_at,PITPNB
35400_at,DCLK1
35401_s_at,MMP17
35402_at,TNFRSF21
35408_i_at,ZNF44
35409_r_at,ZNF44
35413_s_at,ZNF22
35414_s_at,JAG1
35415_at,VIL1
35416_at,CUBN
35421_at,LNPEP
35424_g_at,GRM5
35425_at,BARX2
35429_at,LRRC48
35431_g_at,MED6
35435_s_at,HADH
35438_at,PLXNA3
35441_at,GLE1
35442_at,TMEM63A
35444_at,MISP
35446_at,ARHGAP33
35452_at,SCAND2P
35453_at,EPYC
35455_i_at,ZNF197
35456_r_at,ZNF197
35457_at,CARTPT
35458_r_at,ABCB10
35461_at,PLA2R1
35462_at,PLA2R1
35464_at,IL11
35465_at,SLC25A40
35467_g_at,DNAJB12
35469_at,HTR2A
35472_at,KCNJ15
35474_s_at,COL1A1
35475_at,ZNF177
35478_at,L04489
35480_at,DDO
35481_at,MYO16
35482_at,AKR1C4
35483_at,SNX29
35486_at,LIN7A
35489_at,MEP1A
35491_at,MAGEA10
35494_at,PANK3
35496_at,CETN1
354_s_at,RECQL
35501_at,HYPM
35502_at,AMHR2
35507_at,ARFIP1
35511_at,DAGLA
35513_r_at,MCF2L2
35518_at,PPP1R3A
35521_at,CLDN9
35526_at,C9
35527_at,CACNA2D1
35528_at,WIPF1
35532_i_at,KLRC4
35533_f_at,KLRC4
35538_at,GSTTP1
35543_at,RPGRIP1
35547_at,SLC16A7
35549_at,RPL39L
35550_at,PCYT1B
35551_g_at,PCYT1B
35552_at,PCYT1B
35554_f_at,ZIC2
35558_at,UGP2
35559_at,RORC
35560_at,AF070564
35561_at,MCC
35562_at,HIST1H2BJ
35563_at,MKL1
35567_at,C20orf194
35569_at,ZMIZ2
35570_at,SLCO1B1
35572_f_at,ZNF253
35574_i_at,35574_i_at
35575_f_at,35575_f_at
35580_at,ADCY1
35586_at,N75643
35588_at,ZNF799
35592_at,SLC8A2
35596_at,C19orf57
35600_at,PTBP3
35604_at,EXOG
35605_at,ANGPTL7
35606_at,HDC
35612_at,C10orf12
35617_at,MAPK7
35618_at,HELZ
35620_at,TOMM40
35622_at,LOC100291393
35623_at,PANX1
35629_at,MKL1
35632_at,CBLB
35635_at,LINC01278
35636_at,CA5B
35639_at,RUNX1T1
35648_at,AUTS2
35650_at,PLEKHM1
35652_g_at,MAP3K4
35655_at,ANKRD28
35660_at,SAG
35662_at,CASP6
35663_at,NPTX2
35665_at,PIK3C3
35666_at,SEMA3F
35668_at,RAMP1
35669_at,COBL
35670_at,ATP1A3
35676_at,DNALI1
35678_at,PCDH7
35684_at,MET
35686_s_at,CMC4
35689_at,HERC3
35694_at,MAP4K4
35697_at,PTS
35701_at,HRAS
35704_at,PLA2G16
35708_at,GLB1L2
35710_s_at,STRA13
35713_at,FANCC
35714_at,PDXK
35716_at,SULT1C2
35717_at,ABCA8
35721_at,HSD3B1
35724_at,PIR
35735_at,GBP1
35739_at,MTMR3
35740_at,EMILIN1
35756_at,GIPC1
35761_at,AASDHPPT
35763_at,NBEAL2
35764_at,OFD1
35768_at,RNF40
35771_at,LOC100294411
35775_at,SMYD2
35781_g_at,OBSL1
35782_at,OBSL1
35788_at,DYNC1I2
35794_at,PSD3
35795_at,HDAC6
35799_at,DNAJB9
35804_at,ASH2L
35821_at,HDAC3
35825_s_at,ZBTB18
35833_at,INSIG2
35838_at,ZNF410
35839_at,SQLE
35842_at,IL6ST
35844_at,SDC4
35845_at,SEC24B
35846_at,THRA
35847_at,USP24
35850_at,JMJD6
35852_at,CRY2
35854_at,SLC18A2
35857_at,GRIK1
35859_f_at,PMS2P3
35866_at,ZNF268
35872_at,PDE3B
35873_at,NR6A1
35879_at,GAL
35881_at,AL080060
35884_at,TRIM10
35885_at,USP9Y
35886_at,PACSIN2
35895_at,LEP
35897_r_at,BAI1
35898_at,WISP2
35901_at,PIWIL1
35908_at,SOX30
35909_at,PHLDA1
35922_at,SYCP2
35923_at,CCKBR
35927_r_at,LILRB1
35930_at,TSPY4
35931_at,ZNF8
35938_at,PLA2G4A
35940_at,POU4F1
35941_f_at,KIF1C
35945_at,DLG2
35948_at,ITGA9
35951_at,NRXN3
35957_at,SNN
35962_at,MAST1
35963_at,PFDN6
35964_at,MATN3
35966_at,QPCT
35967_at,ARNT
35968_s_at,ARNT
35969_at,MPHOSPH9
35972_at,RNASEH2B
35979_at,CTDP1
35980_at,PLCB1
35985_at,PALM2-AKAP2
35991_at,LSM6
35992_at,MSC
35993_s_at,LIN37
35998_at,LOC284244
35999_r_at,SIK2
359_at,IL13RA1
36001_at,METTL1
36009_at,GPX7
36015_at,APITD1
36017_at,SPRYD7
36026_at,PGAM2
36029_at,MPPED2
36044_at,PDE6D
36046_at,RCHY1
36047_at,NEK1
36048_at,ZNF318
36051_s_at,ADD2
36052_at,ADD2
36054_at,MAU2
36056_g_at,MAU2
36061_at,SEMA5A
36063_at,TP73-AS1
36066_at,AHCYL2
36068_at,CCS
36069_at,SRGAP2
36070_at,CEMIP
36071_at,IPO9
36073_at,NDN
36076_g_at,IFT27
36077_at,IFT27
36080_at,CLOCK
36083_at,TSPAN31
36087_at,RRP8
36090_at,TBL2
36093_at,HECTD4
36094_at,TNNT3
36116_at,TRIP10
36123_at,TST
36126_at,COASY
36133_at,DSP
36140_at,YBX1P2
36142_at,ATXN1
36143_at,CASP3
36144_at,SYT11
36164_at,PDHX
36176_at,TBCC
36177_at,TSN
36190_at,CDR2
36193_at,ARFIP2
36195_at,IDH3A
36205_at,NDUFA9
36211_at,BCL2L2
36213_at,MFHAS1
36215_at,PRKACB
36216_at,SNX4
36217_at,STK38
36219_at,ERLIN1
36220_at,DDAH1
36226_r_at,SFPQ
36229_at,IL17RA
36237_at,SLC22A6
36243_at,TLR1
36244_at,ZNF239
36249_at,ASPHD1
36250_at,ASPHD1
36254_at,TAC1
36263_g_at,GNS
36270_at,CD86
36273_at,CDK5R1
36279_at,KIAA0556
36282_at,RRN3P1
36287_at,PIK3CG
36289_f_at,FUT6
36292_at,P2RY2
36294_at,STK4
36296_at,LTA
36297_at,ATF1
36298_at,PRPH
36299_at,CALCA
362_at,PRKCZ
36301_at,INSL3
36304_at,C8B
36312_at,SERPINB8
36317_at,CORO2A
36321_at,TTTY15
36322_at,FUT7
36323_at,GABRA1
36324_at,ADORA2B
36328_at,SHBG
36331_at,TRAPPC10
36335_at,BTN1A1
36342_r_at,CFHR2
36345_g_at,F2RL1
36346_at,RGR
36347_f_at,HIST1H2BN
36349_at,KCNJ2
36353_at,HES2
36355_at,IVL
36360_at,RRP15
36367_at,PCDH11Y
36368_at,AF054998
36369_at,PTRF
36372_at,HK3
36373_at,ZXDB
36374_at,U79293
36383_at,ERG
36384_at,BAAT
36386_at,PDK1
36390_at,CMKLR1
36393_at,DPF1
36398_at,CTCF
36399_at,X51779
36404_at,GLP1R
36409_f_at,SSX2B
36413_at,P2RY10
36414_s_at,CASK
36415_at,CASK
36419_at,AF038171
36420_at,ITSN2
36421_at,AF038194
36422_s_at,CHRD
36423_at,NUPR1
36425_at,NEBL
36426_g_at,NEBL
36432_at,MCCC2
36435_at,PPM1A
36440_at,PTCRA
36442_g_at,KCNMA1
36443_at,DNAH9
36445_at,CCL23
36450_at,PYY
36451_at,ACVR1B
36453_at,KBTBD11
36456_at,ZZZ3
36457_at,GMPS
36458_at,FAN1
36459_at,ENPP4
36460_at,POLR1C
36461_at,TMED1
36463_at,BAG5
36475_at,GCAT
36476_at,BRD8
36480_at,PHKA2
36483_at,GALNT3
36487_at,SHOX2
36488_at,MEGF9
364_s_at,PLCB3
36507_at,ZNF282
36509_at,PIK3C2A
36512_at,AADAC
36514_at,CGRRF1
36518_at,SPTLC2
36523_at,ATP7A
36527_at,RBMX2
36531_r_at,TRAPPC6A
36535_at,MFAP1
36542_at,SLC9A6
36543_at,F3
36556_at,ARHGAP44
36561_at,PCCB
36563_at,COPG2IT1
36565_at,RNF113A
36566_at,CTNS
36568_at,SLC17A7
36569_at,CLEC3B
36575_at,RGS1
36578_at,BIRC2
36582_g_at,GARS
36596_r_at,GATM
36597_at,NOLC1
36599_at,ME2
36606_at,CPE
36609_at,SLC1A3
36612_at,FAM168A
36621_at,AHSG
36625_at,ACOT1
36631_at,PRDX3
36638_at,CTGF
36639_at,ADSL
36647_at,IARS2
36648_at,MED7
36649_at,EXOSC10
36650_at,CCND2
36651_at,ACP2
36657_at,APOC2
36662_at,MYL7
36663_at,NPPA
36664_at,GALT
36671_at,ASNS
36679_at,SRPR
36683_at,MGP
36685_at,AMD1
36687_at,COX7B
36688_at,SCP2
36689_at,OSBPL1A
36690_at,NR3C1
36691_at,CCBL1
36692_at,MTMR9
36695_at,OLFML1
36696_at,PIGC
36699_at,DSCAM
36706_at,CDKL5
36707_s_at,CDKL5
36711_at,MAFF
36714_at,NR2C2
36718_s_at,PDK3
36719_r_at,PDK3
36720_at,PDK3
36724_s_at,CCR5
36725_at,SCN2A
36726_at,PAX1
36728_at,ADRA1D
36730_at,ABCC10
36733_at,HSPB6
36739_at,PDK4
36741_at,GIT2
36743_at,GALNT10
36751_at,RGS11
36753_at,LILRB4
36755_s_at,IL5RA
36757_at,HIST1H3H
36758_at,SLC38A6
36762_at,GABRG2
36781_at,SERPINA1
36790_at,TPM1
36791_g_at,TPM1
36796_at,SPN
36802_at,CD33
36804_at,IDO1
36810_at,KIAA0485
36812_at,BCAR3
36818_at,VAMP4
36824_at,ASTN1
36830_at,MIPEP
36831_at,DSTYK
36837_at,KIF2C
36838_at,KLK10
36839_at,CDC6
36841_at,ACOT8
36842_at,ERC2
36848_r_at,LSM7
36849_at,ARHGAP29
36851_g_at,TUSC3
36853_at,GRIA1
36854_s_at,GRIA1
36856_at,PLEKHO2
36857_at,RAD1
36860_at,ZC3H4
36863_at,HMMR
36864_at,PEX3
36865_at,ANGEL1
36867_at,NFASC
36875_at,IBTK
36879_at,TYMP
36881_at,ETFB
36882_at,HOXD9
36886_f_at,KIR2DL5B
36889_at,FCER1G
36891_at,MCAT
36898_r_at,PRIM2
368_at,TPBG
36901_at,TMF1
36905_at,MAP3K7
36912_at,CHAF1B
36913_at,SLBP
36914_at,CTSO
36915_at,CTSO
36917_at,LAMA2
36919_r_at,FPR1
36920_at,MTM1
36921_at,DYNLT3
36925_at,HSPA2
36926_at,MAPK6
36940_at,MYO18A
36947_s_at,DYRK1A
36948_at,EID1
36953_at,SMAD4
36955_at,LMAN2
36960_at,PHC2
36965_at,ANK3
36968_s_at,EXOSC8
36983_f_at,HP
36997_at,AK1
37002_at,BLVRB
37013_at,ACE
37015_at,ALDH1A1
37018_at,HIST1H1C
37019_at,FGB
37030_at,FAF2
37045_at,SNX19
37051_at,KCNN3
37052_at,DGKG
37054_at,BPI
37055_at,ETV1
37056_at,TEC
37058_at,UGT2B4
37062_at,GABRA2
37063_r_at,AF035317
37064_at,LINC00894
37070_at,MPZ
37079_at,NUS1P3
37083_s_at,ZSCAN12
37085_g_at,LYZL6
37086_at,LYZL6
37089_at,ADAM3A
37090_at,ADAM3A
37094_at,XRCC3
37095_r_at,FPR2
37096_at,ELANE
370_at,STK38
37102_at,BRMS1
37107_at,PPM1D
37109_at,PROZ
37110_at,PFKFB3
37115_at,ZMYND8
37117_at,PRR5-ARHGAP8
37124_i_at,CYP3A5
37125_f_at,CYP3A5
37132_at,INVS
37137_at,GZMB
37138_at,RAD54L2
37140_s_at,EDA
37141_at,FOXA1
37142_at,GFRA1
37146_at,ATG2A
37150_at,KLHL20
37155_at,CNTNAP2
37156_at,ETV1
37159_at,AHDC1
37161_at,RSL1D1
37163_at,ABTB2
37164_at,RHD
37167_at,ATXN7
37169_at,ZNF536
37171_at,KIF23
37172_at,CPB2
37188_at,PCK2
37194_at,GATA2
37196_at,CDH5
37198_r_at,DYNC2LI1
37200_at,FCGR3A
37201_at,ITIH4
37203_at,CES1
37207_at,SERPINA7
37209_g_at,PSPH
37212_at,SP2
37214_g_at,DNASE1L1
37216_at,SBNO2
37218_at,BTG3
37220_at,FCGR1A
37221_at,PRKAR2B
37225_at,KANK1
37226_at,BNIP1
37230_at,KLHL21
37231_at,DLGAP5
37234_at,KNG1
37237_at,AP3M2
37240_at,HARS2
37243_at,GUCY1B3
37244_at,UCHL3
37248_at,GPR78
37252_at,SNAPC2
37264_at,ZNF131
37275_at,GABPB1
37277_at,NAIP
37279_at,GEM
37286_at,NRCAM
37291_r_at,SNCA
37292_at,MAML1
37295_at,GTF2E2
37299_at,GYS1
372_f_at,LOC391322
37301_at,PRKCB
37303_at,PARP4
37305_at,EZH2
37313_at,SMN2
37316_r_at,EAPP
37322_s_at,HPGD
37327_at,EGFR
37328_at,PLEK
37331_g_at,ALDH4A1
37333_at,DNMT1
37335_at,DGUOK
37338_at,PRPSAP1
37349_r_at,HMGN3
37352_at,SP100
37354_at,SP100
37356_r_at,USO1
37357_at,GCSH
37371_at,SMPD1
37392_at,PHKB
37400_at,J03068
37401_g_at,TRAK1
37403_at,ANXA1
37406_at,MAPRE2
37409_at,SRPK2
37410_at,MED22
37414_at,SLC22A18AS
37426_at,TOX3
37427_at,NTNG1
37431_at,PIAS2
37433_at,PIAS2
37436_at,SMCP
37437_at,IFT140
37443_at,TRMU
37444_at,PARD6A
37445_at,TMEM5
37452_at,UMOD
37453_at,CLPX
37456_at,LGALS2
37458_at,CDC45
37460_at,TIAM1
37465_at,TPPP
37472_at,MANBA
37479_at,CD72
37481_at,CDC40
37486_f_at,MEIS3P1
37488_at,FNTB
37489_s_at,SLC4A3
37491_at,TAF1
37495_at,PRR3
37497_at,HHEX
37500_at,ZNF175
37501_at,NKRF
37504_at,SMURF1
37505_at,NR0B2
37507_i_at,PRPF40A
37512_at,HSD17B6
37513_at,SCD
37515_at,MASP2
37520_at,ZNF330
37521_s_at,ZNF330
37522_r_at,ZNF330
37524_at,STK17B
37530_s_at,RELN
37533_r_at,TTC9
37534_at,CXADR
37540_at,MYOM2
37544_at,NFIL3
37552_at,KCNK1
37559_at,MTERF4
37561_at,NFYA
37567_at,SALL2
37571_at,DOCK9
37574_at,NEDD9
37575_at,ATF2
37585_at,SNRPA1
37588_s_at,MAPK8IP2
37589_at,AL109698
37593_at,PCCA
37594_at,BHMT
37596_at,PLCD1
37597_s_at,EXOC3
37600_at,ECM1
37608_g_at,KHK
37609_at,NUBP1
37610_at,COA1
37611_at,TNFRSF11B
37613_at,PVALB
37617_at,CCSER2
37620_at,TAF12
37627_g_at,IRF4
37628_at,MAOB
37631_at,MYO1E
37632_s_at,DNAJC2
37636_at,JADE3
37643_at,FAS
37653_at,COL18A1
37654_at,SNX17
37658_at,GAS6
37662_at,UBE2G1
37671_at,LAMA4
37673_at,NSMAF
37680_at,AKAP12
37682_r_at,MATR3
37688_f_at,FCGR2A
37689_s_at,FCGR2A
376_at,SEMA3C
37707_i_at,ADH5
37710_at,MEF2C
37713_at,ABHD14A
37723_at,CCNG2
37727_i_at,RCN2
37740_r_at,SLC25A5
37741_at,PYCR1
37743_at,FEZ1
37750_at,UBE2V2
37751_at,TM9SF4
37752_at,EIF4E
37755_at,BTBD3
37765_at,LMOD1
37767_at,HTT
37771_at,TAOK2
37772_at,CDK12
37773_at,RPGRIP1L
37775_at,SEPT6
37776_at,PHTF1
37777_at,PTPRB
37779_at,SMPDL3B
37786_at,MARCH3
37788_at,ADAM23
37789_at,TADA2A
37792_s_at,RAD51D
37797_at,RPE
37799_at,ASGR2
37801_at,ATP6V0A2
37802_r_at,FAM63B
37815_at,DDX51
37817_at,CACTIN
37818_at,FBXO46
37826_at,UBE2D1
37827_r_at,DOPEY2
37830_at,TSPAN9
37832_at,MMACHC
37834_at,DYRK1B
37835_at,CD1C
37837_at,ADNP2
37838_at,F12
37839_at,NTRK3
37840_at,CNGA1
37848_at,PPFIBP1
37860_at,ZNF337
37861_at,CD1E
37862_at,DBT
37865_at,EDN3
37869_at,ERC1
37875_at,GPA33
37876_at,PRKD3
37877_at,NAT9
37878_at,PACRG
37881_at,GDF11
37882_at,GTF2E1
37884_f_at,C2orf27A
37886_at,AKAP8L
37887_at,CHEK2
37889_at,CD47
37891_at,YIPF6
37892_at,COL11A1
37894_at,CUL2
37895_at,SLC35A1
37896_at,TFF3
378_s_at,GML
37901_at,PIK3R4
37902_at,CRYZ
37903_at,GNL1
37906_at,LTBP2
37908_at,GNG11
37909_at,LAMA3
37910_at,HCFC1
37913_at,DHFR
37923_at,APOM
37927_at,RCC1
37930_at,ATP7B
37933_at,RBBP6
37936_at,PRPF4
37937_at,NLE1
37943_at,ZFYVE26
37944_at,GCH1
37945_at,ACOT7
37948_at,ATP6V1C1
37949_at,SNRPD1
37950_at,PREP
37952_at,ITGB3
37953_s_at,ASIC1
37954_at,ANXA8L1
37957_at,ATG4A
37961_at,PIK3R3
37962_r_at,STXBP3
37971_at,BAZ1A
37973_at,SNX13
37974_at,MSL3
37977_at,DTX2
37980_at,CIR1
37981_at,DBN1
37986_at,EPOR
37990_at,RYR1
37994_at,FMR1
37995_s_at,FMR1
37996_s_at,DMPK
379_at,TXNDC9
38000_at,PC
38009_at,SPDEF
38025_r_at,RUFY3
38030_at,U2SURP
38032_at,SV2A
38033_at,SEPT10
38034_at,STS
38041_at,GALNT1
38042_at,PRKCA
38045_at,CTNND2
38046_at,IK
38048_at,RBPMS
38052_at,F13A1
38053_s_at,BRE
38059_g_at,DPT
38066_at,NQO1
38083_at,NOTCH2
38089_at,UBAP2L
38092_at,EPAS1
38101_at,ZCCHC14
38103_at,GIGYF2
38127_at,SDC1
38128_at,NAT8
38130_s_at,GK3P
38135_at,CEP290
38140_at,EXTL1
38141_at,C5orf22
38142_at,ZNF211
38144_at,PDE12
38147_at,SH2D1A
38152_at,VWA5A
38156_at,MDFI
38157_at,DXO
38159_at,AF070581
38165_s_at,KMT2D
38169_s_at,SLC7A2
38171_at,DCAF7
38173_at,SETD1B
38175_at,CAND2
38176_at,GNB5
38178_at,HSD17B2
38179_at,ZNF174
38182_at,AL049280
38183_at,FOXF1
38185_at,PAX2
38188_s_at,MAN2A2
38189_s_at,DEPDC5
38190_r_at,DEPDC5
38191_at,DEPDC5
38196_at,PPIP5K1
38198_at,ANGEL2
381_s_at,PIK3CD
38211_at,ZBTB20
38212_at,B4GALNT1
38215_at,MPPED1
38219_at,CRK
38220_at,DPYD
38224_at,SNAPC3
38226_at,INTS10
38228_g_at,MITF
38229_at,CYP3A5
38230_at,EPAS1
38233_at,HOMER3
38235_at,ARHGEF15
38244_at,AF075680
38245_i_at,AI097085
38246_r_at,AI097085
38247_at,F2RL1
38249_at,VGLL1
38251_at,MYL6B
38255_at,NGDN
38258_at,MFSD9
38260_at,LAS1L
38268_at,SLC1A1
38270_at,PARG
38271_at,HDAC4
38272_at,DUSP14
38275_at,IMP4
38276_at,NFKBIE
38279_at,GNAZ
38280_s_at,NTRK2
38285_at,CRYM
38290_at,RGS14
38301_at,ADK
38302_at,ZNF202
38305_at,ARFGEF1
38306_at,ARFGEF1
38317_at,TCEAL1
38318_at,FAM8A1
38319_at,CD3D
38321_r_at,LIPE
38328_at,SLC25A13
38329_at,SLC25A13
38331_at,RIT1
38333_at,OGG1
38335_at,OGG1
38337_at,ZSCAN9
38343_at,ALMS1
38345_at,CNTRL
38347_at,ELP4
38348_at,ACOX2
38350_f_at,TUBA3D
38356_at,FST
38364_at,TLE4
38365_at,PEX1
38374_at,KLF10
38379_at,GPNMB
38380_at,POP4
38382_at,AI968364
38385_at,DSTN
38386_r_at,GSS
38388_at,OAS1
38389_at,OAS1
38402_at,LAMP2
38408_at,TSPAN7
38410_at,CETN2
38414_at,CDC20
38418_at,CCND1
38422_s_at,FHL2
38428_at,MMP1
